+-------------+---------------+----------+----+------+
| first_name  |   last_name   |  salary  | HR | year |
| Scott       | Livingstone   | 250000   | 0  | 1998 |
| Graeme      | Lloyd         | 109000   | 0  | 1993 |
| Graeme      | Lloyd         | 152000   | 0  | 1994 |
| Graeme      | Lloyd         | 155000   | 0  | 1995 |
| Graeme      | Lloyd         | 215000   | 0  | 1996 |
| Graeme      | Lloyd         | 215000   | 0  | 1996 |
| Graeme      | Lloyd         | 770000   | 0  | 1997 |
| Graeme      | Lloyd         | 875000   | 0  | 1998 |
| Graeme      | Lloyd         | 1025000  | 0  | 1999 |
| Graeme      | Lloyd         | 3000000  | 0  | 2001 |
| Esteban     | Loaiza        | 109000   | 0  | 1995 |
| Esteban     | Loaiza        | 150000   | 0  | 1996 |
| Esteban     | Loaiza        | 200000   | 0  | 1997 |
| Esteban     | Loaiza        | 450000   | 0  | 1998 |
| Esteban     | Loaiza        | 450000   | 0  | 1998 |
| Esteban     | Loaiza        | 1475000  | 0  | 1999 |
| Esteban     | Loaiza        | 2650000  | 0  | 2000 |
| Esteban     | Loaiza        | 2650000  | 0  | 2000 |
| Esteban     | Loaiza        | 4250000  | 0  | 2001 |
| Keith       | Lockhart      | 109000   | 2  | 1994 |
| Keith       | Lockhart      | 124000   | 6  | 1995 |
| Keith       | Lockhart      | 207500   | 7  | 1996 |
| Keith       | Lockhart      | 290000   | 6  | 1997 |
| Keith       | Lockhart      | 700000   | 9  | 1998 |
| Keith       | Lockhart      | 1000000  | 1  | 1999 |
| Keith       | Lockhart      | 1000000  | 2  | 2000 |
| Keith       | Lockhart      | 800000   | 3  | 2001 |
| Paul        | Lo Duca       | 200000   | 3  | 1999 |
| Paul        | Lo Duca       | 230000   | 25 | 2001 |
| Carlton     | Loewer        | 170000   | 0  | 1998 |
| Carlton     | Loewer        | 215000   | 0  | 1999 |
| Carlton     | Loewer        | 225000   | 0  | 2001 |
| Kenny       | Lofton        | 100000   | 0  | 1991 |
| Kenny       | Lofton        | 110000   | 5  | 1992 |
| Kenny       | Lofton        | 450000   | 1  | 1993 |
| Kenny       | Lofton        | 925000   | 12 | 1994 |
| Kenny       | Lofton        | 1925000  | 7  | 1995 |
| Kenny       | Lofton        | 3575000  | 14 | 1996 |
| Kenny       | Lofton        | 4825000  | 5  | 1997 |
| Kenny       | Lofton        | 7550000  | 12 | 1998 |
| Kenny       | Lofton        | 7550000  | 7  | 1999 |
| Kenny       | Lofton        | 7500000  | 15 | 2000 |
| Kenny       | Lofton        | 8000000  | 14 | 2001 |
| Rich        | Loiselle      | 155000   | 0  | 1997 |
| Rich        | Loiselle      | 275000   | 0  | 1998 |
| Rich        | Loiselle      | 400000   | 0  | 1999 |
| Rich        | Loiselle      | 400000   | 0  | 2000 |
| Rich        | Loiselle      | 775000   | 0  | 2001 |
| Tim         | Lollar        | 463000   | 0  | 1985 |
| Tim         | Lollar        | 463000   | 0  | 1985 |
| Tim         | Lollar        | 541250   | 0  | 1986 |
| Steve       | Lombardozzi   | 75000    | 8  | 1986 |
| Steve       | Lombardozzi   | 152500   | 3  | 1988 |
| Steve       | Lombardozzi   | 222500   | 0  | 1990 |
| Bill        | Long          | 102500   | 0  | 1988 |
| Bill        | Long          | 357500   | 0  | 1989 |
| Bill        | Long          | 257500   | 0  | 1990 |
| Bill        | Long          | 257500   | 0  | 1990 |
| Bill        | Long          | 394500   | 0  | 1991 |
| Tony        | Longmire      | 109000   | 0  | 1993 |
| Tony        | Longmire      | 109000   | 0  | 1994 |
| Tony        | Longmire      | 109000   | 3  | 1995 |
| Terrence    | Long          | 240750   | 12 | 2001 |
| Braden      | Looper        | 170000   | 0  | 1998 |
| Braden      | Looper        | 201000   | 0  | 1999 |
| Braden      | Looper        | 255000   | 0  | 2000 |
| Braden      | Looper        | 400000   | 0  | 2001 |
| Davey       | Lopes         | 490000   | 11 | 1985 |
| Davey       | Lopes         | 490000   | 6  | 1986 |
| Davey       | Lopes         | 490000   | 1  | 1986 |
| Davey       | Lopes         | 550000   | 1  | 1987 |
| Albie       | Lopez         | 113000   | 0  | 1994 |
| Albie       | Lopez         | 118000   | 0  | 1995 |
| Albie       | Lopez         | 132000   | 0  | 1996 |
| Albie       | Lopez         | 176000   | 0  | 1997 |
| Albie       | Lopez         | 245000   | 0  | 1998 |
| Albie       | Lopez         | 630000   | 0  | 1999 |
| Albie       | Lopez         | 800000   | 0  | 2000 |
| Albie       | Lopez         | 2975000  | 0  | 2001 |
| Albie       | Lopez         | 2975000  | 0  | 2001 |
| Aurelio     | Lopez         | 575000   | 0  | 1985 |
| Aurelio     | Lopez         | 223275   | 0  | 1986 |
| Javy        | Lopez         | 109000   | 1  | 1993 |
| Javy        | Lopez         | 111500   | 13 | 1994 |
| Javy        | Lopez         | 150000   | 14 | 1995 |
| Javy        | Lopez         | 290000   | 23 | 1996 |
| Javy        | Lopez         | 2050000  | 23 | 1997 |
| Javy        | Lopez         | 3850000  | 34 | 1998 |
| Javy        | Lopez         | 5250000  | 11 | 1999 |
| Javy        | Lopez         | 6250000  | 24 | 2000 |
| Javy        | Lopez         | 7750000  | 17 | 2001 |
| Luis        | Lopez         | 109000   | 2  | 1994 |
| Luis        | Lopez         | 155000   | 2  | 1996 |
| Luis        | Lopez         | 375000   | 2  | 1998 |
| Luis        | Lopez         | 575000   | 2  | 1999 |
| Luis        | Lopez         | 775000   | 6  | 2000 |
| Luis        | Lopez         | 700000   | 4  | 2001 |
| Mendy       | Lopez         | 170000   | 1  | 1998 |
| Mark        | Loretta       | 109000   | 1  | 1995 |
| Mark        | Loretta       | 109000   | 1  | 1996 |
| Mark        | Loretta       | 167500   | 5  | 1997 |
| Mark        | Loretta       | 275000   | 6  | 1998 |
| Mark        | Loretta       | 1495000  | 5  | 1999 |
| Mark        | Loretta       | 2500000  | 7  | 2000 |
| Mark        | Loretta       | 3500000  | 2  | 2001 |
| Andrew      | Lorraine      | 154000   | 0  | 1997 |
| Andrew      | Lorraine      | 220000   | 0  | 1999 |
| Andrew      | Lorraine      | 245000   | 0  | 2000 |
| Andrew      | Lorraine      | 245000   | 0  | 2000 |
| Torey       | Lovullo       | 100000   | 0  | 1991 |
| Torey       | Lovullo       | 109000   | 6  | 1993 |
| Torey       | Lovullo       | 165000   | 2  | 1994 |
| Torey       | Lovullo       | 180000   | 3  | 1996 |
| Derek       | Lowe          | 172000   | 0  | 1998 |
| Derek       | Lowe          | 245000   | 0  | 1999 |
| Derek       | Lowe          | 625000   | 0  | 2000 |
| Derek       | Lowe          | 2125000  | 0  | 2001 |
| Mike        | Lowell        | 201000   | 12 | 1999 |
| Mike        | Lowell        | 255000   | 22 | 2000 |
| Mike        | Lowell        | 500000   | 18 | 2001 |
| Terrell     | Lowery        | 205000   | 2  | 1999 |
| Sean        | Lowe          | 200000   | 0  | 1999 |
| Sean        | Lowe          | 255000   | 0  | 2000 |
| Sean        | Lowe          | 300000   | 0  | 2001 |
| Dwight      | Lowry         | 62500    | 3  | 1986 |
| Dwight      | Lowry         | 67500    | 0  | 1988 |
| Mike        | Loynd         | 60000    | 0  | 1986 |
| Gary        | Lucas         | 513500   | 0  | 1985 |
| Gary        | Lucas         | 500000   | 0  | 1986 |
| Gary        | Lucas         | 662000   | 0  | 1987 |
| Eric        | Ludwick       | 109000   | 0  | 1996 |
| Eric        | Ludwick       | 155000   | 0  | 1997 |
| Eric        | Ludwick       | 155000   | 0  | 1997 |
| Eric        | Ludwick       | 171000   | 0  | 1998 |
| Eric        | Ludwick       | 220000   | 0  | 1999 |
| Larry       | Luebbers      | 212000   | 0  | 1999 |
| Rick        | Luecken       | 68000    | 0  | 1989 |
| Rick        | Luecken       | 114000   | 0  | 1990 |
| Rick        | Luecken       | 114000   | 0  | 1990 |
| Julio       | Lugo          | 245000   | 10 | 2001 |
| Matt        | Luke          | 109000   | 0  | 1996 |
| Matt        | Luke          | 170000   | 9  | 1998 |
| Matt        | Luke          | 170000   | 3  | 1998 |
| Matt        | Luke          | 170000   | 0  | 1998 |
| Matt        | Luke          | 250000   | 3  | 1999 |
| Fernando    | Lunar         | 205000   | 0  | 2001 |
| David       | Lundquist     | 200000   | 0  | 1999 |
| Scott       | Lusader       | 114500   | 2  | 1990 |
| Ed          | Lynch         | 330000   | 0  | 1985 |
| Ed          | Lynch         | 530000   | 0  | 1986 |
| Ed          | Lynch         | 530000   | 0  | 1986 |
| Ed          | Lynch         | 550000   | 0  | 1987 |
| Fred        | Lynn          | 1090000  | 23 | 1985 |
| Fred        | Lynn          | 1190000  | 23 | 1986 |
| Fred        | Lynn          | 1340000  | 23 | 1987 |
| Fred        | Lynn          | 1540000  | 18 | 1988 |
| Fred        | Lynn          | 1540000  | 7  | 1988 |
| Fred        | Lynn          | 1590000  | 11 | 1989 |
| Fred        | Lynn          | 650000   | 6  | 1990 |
| Barry       | Lyons         | 62500    | 4  | 1987 |
| Barry       | Lyons         | 90000    | 0  | 1988 |
| Barry       | Lyons         | 115000   | 3  | 1989 |
| Barry       | Lyons         | 220000   | 2  | 1990 |
| Barry       | Lyons         | 220000   | 1  | 1990 |
| Barry       | Lyons         | 220000   | 0  | 1991 |
| Barry       | Lyons         | 220000   | 0  | 1991 |
| Steve       | Lyons         | 175000   | 5  | 1988 |
| Steve       | Lyons         | 325000   | 2  | 1989 |
| Steve       | Lyons         | 525000   | 1  | 1990 |
| Steve       | Lyons         | 650000   | 4  | 1991 |
| Steve       | Lyons         | 650000   | 0  | 1992 |
| Steve       | Lyons         | 650000   | 0  | 1992 |
| Steve       | Lyons         | 650000   | 0  | 1992 |
| Kevin       | Maas          | 250000   | 23 | 1991 |
| Kevin       | Maas          | 255000   | 11 | 1992 |
| Kevin       | Maas          | 255000   | 9  | 1993 |
| John        | Mabry         | 109000   | 0  | 1994 |
| John        | Mabry         | 109000   | 5  | 1995 |
| John        | Mabry         | 200000   | 13 | 1996 |
| John        | Mabry         | 390000   | 5  | 1997 |
| John        | Mabry         | 1400000  | 9  | 1998 |
| John        | Mabry         | 1400000  | 9  | 1999 |
| John        | Mabry         | 1850000  | 7  | 2000 |
| John        | Mabry         | 1850000  | 1  | 2000 |
| Bob         | Macdonald     | 182500   | 0  | 1992 |
| Bob         | Macdonald     | 225000   | 0  | 1993 |
| Bob         | Macdonald     | 260000   | 0  | 1995 |
| Bob         | Macdonald     | 200000   | 0  | 1996 |
| Mike        | Macfarlane    | 62500    | 4  | 1988 |
| Mike        | Macfarlane    | 70500    | 2  | 1989 |
| Mike        | Macfarlane    | 105000   | 6  | 1990 |
| Mike        | Macfarlane    | 280000   | 13 | 1991 |
| Mike        | Macfarlane    | 740000   | 17 | 1992 |
| Mike        | Macfarlane    | 1175000  | 20 | 1993 |
| Mike        | Macfarlane    | 2600000  | 14 | 1994 |
| Mike        | Macfarlane    | 1725000  | 15 | 1995 |
| Mike        | Macfarlane    | 850000   | 19 | 1996 |
| Mike        | Macfarlane    | 887500   | 8  | 1997 |
| Mike        | Macfarlane    | 725000   | 7  | 1998 |
| Mike        | Macfarlane    | 725000   | 0  | 1998 |
| Mike        | Macfarlane    | 600000   | 4  | 1999 |
| Julio       | Machado       | 100000   | 0  | 1990 |
| Julio       | Machado       | 100000   | 0  | 1990 |
| Julio       | Machado       | 190000   | 0  | 1991 |
| Robert      | Machado       | 175000   | 3  | 1998 |
| Robert      | Machado       | 200000   | 0  | 1999 |
| Jose        | Macias        | 240000   | 8  | 2001 |
| Shane       | Mack          | 62500    | 4  | 1987 |
| Shane       | Mack          | 73500    | 0  | 1988 |
| Shane       | Mack          | 105000   | 8  | 1990 |
| Shane       | Mack          | 270000   | 18 | 1991 |
| Shane       | Mack          | 1075000  | 16 | 1992 |
| Shane       | Mack          | 3050000  | 10 | 1993 |
| Shane       | Mack          | 3250000  | 15 | 1994 |
| Shane       | Mack          | 1850000  | 3  | 1997 |
| Shane       | Mack          | 450000   | 6  | 1998 |
| Shane       | Mack          | 450000   | 0  | 1998 |
| Garry       | Maddox        | 820333   | 4  | 1985 |
| Greg        | Maddux        | 82500    | 0  | 1988 |
| Greg        | Maddux        | 275000   | 0  | 1989 |
| Greg        | Maddux        | 437500   | 0  | 1990 |
| Greg        | Maddux        | 2400000  | 1  | 1991 |
| Greg        | Maddux        | 4200000  | 1  | 1992 |
| Greg        | Maddux        | 5875000  | 0  | 1993 |
| Greg        | Maddux        | 4975000  | 0  | 1994 |
| Greg        | Maddux        | 6500000  | 0  | 1995 |
| Greg        | Maddux        | 6675000  | 0  | 1996 |
| Greg        | Maddux        | 6775000  | 0  | 1997 |
| Greg        | Maddux        | 9600000  | 0  | 1998 |
| Greg        | Maddux        | 10600000 | 2  | 1999 |
| Greg        | Maddux        | 11100000 | 0  | 2000 |
| Greg        | Maddux        | 12500000 | 0  | 2001 |
| Mike        | Maddux        | 60000    | 0  | 1986 |
| Mike        | Maddux        | 65000    | 0  | 1987 |
| Mike        | Maddux        | 70000    | 0  | 1988 |
| Mike        | Maddux        | 122000   | 0  | 1990 |
| Mike        | Maddux        | 510000   | 0  | 1992 |
| Mike        | Maddux        | 1012500  | 0  | 1993 |
| Mike        | Maddux        | 1362500  | 0  | 1994 |
| Mike        | Maddux        | 200000   | 0  | 1995 |
| Mike        | Maddux        | 200000   | 0  | 1995 |
| Mike        | Maddux        | 109000   | 0  | 1995 |
| Mike        | Maddux        | 109000   | 0  | 1995 |
| Mike        | Maddux        | 600000   | 0  | 1996 |
| Mike        | Maddux        | 235000   | 0  | 1998 |
| Mike        | Maddux        | 610000   | 0  | 1999 |
| Mike        | Maddux        | 610000   | 0  | 1999 |
| Mike        | Maddux        | 265000   | 0  | 1999 |
| Mike        | Maddux        | 265000   | 0  | 1999 |
| Mike        | Maddux        | 350000   | 0  | 2000 |
| Scotti      | Madison       | 65000    | 0  | 1988 |
| Scotti      | Madison       | 70000    | 1  | 1989 |
| Bill        | Madlock       | 975500   | 10 | 1985 |
| Bill        | Madlock       | 975500   | 2  | 1985 |
| Bill        | Madlock       | 841667   | 10 | 1986 |
| Bill        | Madlock       | 850000   | 14 | 1987 |
| Bill        | Madlock       | 850000   | 3  | 1987 |
| Calvin      | Maduro        | 150000   | 0  | 1997 |
| Calvin      | Maduro        | 205000   | 0  | 2000 |
| Calvin      | Maduro        | 210000   | 0  | 2001 |
| Dave        | Magadan       | 62500    | 3  | 1987 |
| Dave        | Magadan       | 112500   | 1  | 1988 |
| Dave        | Magadan       | 170000   | 4  | 1989 |
| Dave        | Magadan       | 395000   | 6  | 1990 |
| Dave        | Magadan       | 1250000  | 4  | 1991 |
| Dave        | Magadan       | 1393750  | 3  | 1992 |
| Dave        | Magadan       | 900000   | 4  | 1993 |
| Dave        | Magadan       | 900000   | 1  | 1993 |
| Dave        | Magadan       | 850000   | 1  | 1994 |
| Dave        | Magadan       | 360000   | 2  | 1995 |
| Dave        | Magadan       | 500000   | 3  | 1996 |
| Dave        | Magadan       | 255000   | 4  | 1997 |
| Dave        | Magadan       | 475000   | 1  | 1998 |
| Dave        | Magadan       | 575000   | 2  | 1999 |
| Dave        | Magadan       | 775000   | 2  | 2000 |
| Dave        | Magadan       | 575000   | 1  | 2001 |
| Wendell     | Magee         | 109000   | 2  | 1996 |
| Wendell     | Magee         | 150000   | 1  | 1997 |
| Wendell     | Magee         | 170000   | 1  | 1998 |
| Wendell     | Magee         | 205000   | 7  | 2000 |
| Wendell     | Magee         | 275000   | 5  | 2001 |
| Mike        | Magnante      | 140000   | 0  | 1992 |
| Mike        | Magnante      | 152500   | 0  | 1993 |
| Mike        | Magnante      | 180000   | 0  | 1994 |
| Mike        | Magnante      | 220000   | 0  | 1995 |
| Mike        | Magnante      | 250000   | 0  | 1996 |
| Mike        | Magnante      | 290000   | 0  | 1997 |
| Mike        | Magnante      | 600000   | 0  | 1998 |
| Mike        | Magnante      | 775000   | 0  | 1999 |
| Mike        | Magnante      | 900000   | 0  | 2000 |
| Mike        | Magnante      | 900000   | 0  | 2001 |
| Joe         | Magrane       | 62500    | 1  | 1987 |
| Joe         | Magrane       | 100000   | 1  | 1988 |
| Joe         | Magrane       | 320000   | 1  | 1989 |
| Joe         | Magrane       | 300000   | 0  | 1990 |
| Joe         | Magrane       | 820000   | 1  | 1992 |
| Joe         | Magrane       | 738000   | 0  | 1993 |
| Joe         | Magrane       | 738000   | 0  | 1993 |
| Joe         | Magrane       | 1500000  | 0  | 1994 |
| Joe         | Magrane       | 175000   | 0  | 1996 |
| Ron         | Mahay         | 150000   | 0  | 1997 |
| Ron         | Mahay         | 217000   | 0  | 2000 |
| Ron         | Mahay         | 217000   | 0  | 2000 |
| Rick        | Mahler        | 407500   | 0  | 1985 |
| Rick        | Mahler        | 687500   | 0  | 1986 |
| Rick        | Mahler        | 695000   | 0  | 1987 |
| Rick        | Mahler        | 737500   | 0  | 1988 |
| Rick        | Mahler        | 790000   | 0  | 1989 |
| Rick        | Mahler        | 790000   | 0  | 1990 |
| Pat         | Mahomes       | 109000   | 0  | 1992 |
| Pat         | Mahomes       | 123000   | 0  | 1993 |
| Pat         | Mahomes       | 126000   | 0  | 1994 |
| Pat         | Mahomes       | 177500   | 0  | 1995 |
| Pat         | Mahomes       | 202500   | 0  | 1996 |
| Pat         | Mahomes       | 202500   | 0  | 1996 |
| Pat         | Mahomes       | 360000   | 0  | 1997 |
| Pat         | Mahomes       | 310000   | 0  | 1999 |
| Pat         | Mahomes       | 750000   | 0  | 2000 |
| Pat         | Mahomes       | 500000   | 0  | 2001 |
| Mike        | Maksudian     | 110000   | 0  | 1993 |
| Jose        | Malave        | 150000   | 0  | 1997 |
| Candy       | Maldonado     | 140000   | 5  | 1985 |
| Candy       | Maldonado     | 450000   | 18 | 1986 |
| Candy       | Maldonado     | 415000   | 20 | 1987 |
| Candy       | Maldonado     | 750000   | 12 | 1988 |
| Candy       | Maldonado     | 900000   | 9  | 1989 |
| Candy       | Maldonado     | 825000   | 22 | 1990 |
| Candy       | Maldonado     | 875000   | 7  | 1991 |
| Candy       | Maldonado     | 875000   | 5  | 1991 |
| Candy       | Maldonado     | 1375000  | 20 | 1992 |
| Candy       | Maldonado     | 1650000  | 5  | 1993 |
| Candy       | Maldonado     | 1650000  | 3  | 1993 |
| Candy       | Maldonado     | 1650000  | 5  | 1994 |
| Candy       | Maldonado     | 200000   | 7  | 1995 |
| Candy       | Maldonado     | 200000   | 7  | 1995 |
| Candy       | Maldonado     | 200000   | 2  | 1995 |
| Candy       | Maldonado     | 200000   | 2  | 1995 |
| Carlos      | Maldonado     | 100000   | 0  | 1990 |
| Carlos      | Maldonado     | 110000   | 0  | 1993 |
| Chuck       | Malone        | 100000   | 0  | 1990 |
| Sean        | Maloney       | 170000   | 0  | 1998 |
| Rick        | Manning       | 510000   | 2  | 1985 |
| Rick        | Manning       | 495000   | 8  | 1986 |
| Rick        | Manning       | 560000   | 0  | 1987 |
| Ramon       | Manon         | 100000   | 0  | 1990 |
| Fred        | Manrique      | 62500    | 4  | 1987 |
| Fred        | Manrique      | 97500    | 5  | 1988 |
| Fred        | Manrique      | 192500   | 2  | 1989 |
| Fred        | Manrique      | 192500   | 2  | 1989 |
| Fred        | Manrique      | 177500   | 5  | 1990 |
| Matt        | Mantei        | 109000   | 0  | 1995 |
| Matt        | Mantei        | 130000   | 0  | 1996 |
| Matt        | Mantei        | 250000   | 0  | 1998 |
| Matt        | Mantei        | 735000   | 0  | 1999 |
| Matt        | Mantei        | 735000   | 0  | 1999 |
| Matt        | Mantei        | 2831000  | 0  | 2000 |
| Matt        | Mantei        | 3583333  | 0  | 2001 |
| Jeff        | Manto         | 100000   | 2  | 1990 |
| Jeff        | Manto         | 110000   | 2  | 1991 |
| Jeff        | Manto         | 140000   | 17 | 1995 |
| Jeff        | Manto         | 200000   | 2  | 1996 |
| Jeff        | Manto         | 200000   | 1  | 1996 |
| Jeff        | Manto         | 200000   | 0  | 1996 |
| Jeff        | Manto         | 240000   | 2  | 1997 |
| Jeff        | Manto         | 250000   | 2  | 1998 |
| Jeff        | Manto         | 250000   | 1  | 1998 |
| Jeff        | Manto         | 250000   | 0  | 1998 |
| Jeff        | Manto         | 450000   | 1  | 2000 |
| Barry       | Manuel        | 120000   | 0  | 1996 |
| Barry       | Manuel        | 185000   | 0  | 1997 |
| Barry       | Manuel        | 285000   | 0  | 1998 |
| Kirt        | Manwaring     | 78000    | 0  | 1989 |
| Kirt        | Manwaring     | 150000   | 0  | 1990 |
| Kirt        | Manwaring     | 150000   | 0  | 1991 |
| Kirt        | Manwaring     | 360000   | 4  | 1992 |
| Kirt        | Manwaring     | 765000   | 5  | 1993 |
| Kirt        | Manwaring     | 1800000  | 1  | 1994 |
| Kirt        | Manwaring     | 1800000  | 4  | 1995 |
| Kirt        | Manwaring     | 1875000  | 1  | 1996 |
| Kirt        | Manwaring     | 1875000  | 0  | 1996 |
| Kirt        | Manwaring     | 1675000  | 1  | 1997 |
| Kirt        | Manwaring     | 2150000  | 2  | 1998 |
| Kirt        | Manwaring     | 700000   | 2  | 1999 |
| Josias      | Manzanillo    | 109000   | 0  | 1993 |
| Josias      | Manzanillo    | 109000   | 0  | 1993 |
| Josias      | Manzanillo    | 127500   | 0  | 1994 |
| Josias      | Manzanillo    | 175000   | 0  | 1995 |
| Josias      | Manzanillo    | 175000   | 0  | 1995 |
| Josias      | Manzanillo    | 200000   | 0  | 1997 |
| Josias      | Manzanillo    | 200000   | 0  | 1999 |
| Josias      | Manzanillo    | 550000   | 0  | 2001 |
| Ravelo      | Manzanillo    | 109000   | 0  | 1994 |
| Jason       | Marquis       | 205000   | 0  | 2001 |
| Eli         | Marrero       | 172500   | 4  | 1998 |
| Eli         | Marrero       | 210000   | 6  | 1999 |
| Eli         | Marrero       | 240000   | 5  | 2000 |
| Eli         | Marrero       | 375000   | 6  | 2001 |
| Mike        | Marshall      | 333000   | 28 | 1985 |
| Mike        | Marshall      | 650000   | 19 | 1986 |
| Mike        | Marshall      | 670000   | 16 | 1987 |
| Mike        | Marshall      | 760000   | 20 | 1988 |
| Mike        | Marshall      | 1100000  | 11 | 1989 |
| Mike        | Marshall      | 1100000  | 6  | 1990 |
| Mike        | Marshall      | 1100000  | 4  | 1990 |
| Mike        | Marshall      | 1300000  | 1  | 1991 |
| Mike        | Marshall      | 1300000  | 0  | 1991 |
| Tom         | Marsh         | 109000   | 0  | 1994 |
| Tom         | Marsh         | 109000   | 3  | 1995 |
| Al          | Martin        | 109000   | 18 | 1993 |
| Al          | Martin        | 192500   | 9  | 1994 |
| Al          | Martin        | 375000   | 13 | 1995 |
| Al          | Martin        | 500000   | 18 | 1996 |
| Al          | Martin        | 2266667  | 13 | 1997 |
| Al          | Martin        | 2600000  | 12 | 1998 |
| Al          | Martin        | 2700000  | 24 | 1999 |
| Al          | Martin        | 1750000  | 11 | 2000 |
| Al          | Martin        | 1750000  | 4  | 2000 |
| Al          | Martin        | 5000000  | 7  | 2001 |
| Buck        | Martinez      | 356300   | 4  | 1985 |
| Buck        | Martinez      | 347096   | 2  | 1986 |
| Carmelo     | Martinez      | 140000   | 21 | 1985 |
| Carmelo     | Martinez      | 240000   | 9  | 1986 |
| Carmelo     | Martinez      | 340000   | 15 | 1987 |
| Carmelo     | Martinez      | 440000   | 18 | 1988 |
| Carmelo     | Martinez      | 490000   | 6  | 1989 |
| Carmelo     | Martinez      | 700000   | 8  | 1990 |
| Carmelo     | Martinez      | 700000   | 2  | 1990 |
| Carmelo     | Martinez      | 925000   | 6  | 1991 |
| Carmelo     | Martinez      | 925000   | 4  | 1991 |
| Carmelo     | Martinez      | 925000   | 0  | 1991 |
| Carlos      | Martinez      | 68000    | 5  | 1989 |
| Carlos      | Martinez      | 100000   | 4  | 1990 |
| Carlos      | Martinez      | 500000   | 5  | 1993 |
| Carlos      | Martinez      | 150000   | 1  | 1995 |
| Chito       | Martinez      | 140000   | 5  | 1992 |
| Chito       | Martinez      | 197500   | 0  | 1993 |
| Dave        | Martinez      | 62500    | 8  | 1987 |
| Dave        | Martinez      | 135000   | 4  | 1988 |
| Dave        | Martinez      | 135000   | 2  | 1988 |
| Dave        | Martinez      | 185000   | 3  | 1989 |
| Dave        | Martinez      | 410000   | 11 | 1990 |
| Dave        | Martinez      | 140000   | 7  | 1991 |
| Dave        | Martinez      | 1300000  | 3  | 1992 |
| Dave        | Martinez      | 1100000  | 5  | 1993 |
| Dave        | Martinez      | 1100000  | 4  | 1994 |
| Dave        | Martinez      | 650000   | 5  | 1995 |
| Dave        | Martinez      | 930000   | 10 | 1996 |
| Dave        | Martinez      | 950000   | 12 | 1997 |
| Dave        | Martinez      | 1500000  | 3  | 1998 |
| Dave        | Martinez      | 2000000  | 6  | 1999 |
| Dave        | Martinez      | 2000000  | 2  | 2000 |
| Dave        | Martinez      | 2000000  | 2  | 2000 |
| Dave        | Martinez      | 2000000  | 1  | 2000 |
| Dave        | Martinez      | 2000000  | 0  | 2000 |
| Dave        | Martinez      | 1500000  | 2  | 2001 |
| Dennis      | Martinez      | 560000   | 0  | 1985 |
| Dennis      | Martinez      | 560458   | 0  | 1986 |
| Dennis      | Martinez      | 560458   | 0  | 1986 |
| Dennis      | Martinez      | 162500   | 0  | 1987 |
| Dennis      | Martinez      | 735000   | 0  | 1988 |
| Dennis      | Martinez      | 735000   | 0  | 1989 |
| Dennis      | Martinez      | 1400000  | 0  | 1990 |
| Dennis      | Martinez      | 3333333  | 0  | 1991 |
| Dennis      | Martinez      | 3348333  | 0  | 1992 |
| Dennis      | Martinez      | 2833333  | 0  | 1993 |
| Dennis      | Martinez      | 4500000  | 0  | 1994 |
| Dennis      | Martinez      | 4550000  | 0  | 1995 |
| Dennis      | Martinez      | 3816766  | 0  | 1996 |
| Dennis      | Martinez      | 550000   | 0  | 1998 |
| Domingo     | Martinez      | 109000   | 1  | 1993 |
| Edgar       | Martinez      | 108000   | 11 | 1990 |
| Edgar       | Martinez      | 350000   | 14 | 1991 |
| Edgar       | Martinez      | 560000   | 18 | 1992 |
| Edgar       | Martinez      | 3016666  | 4  | 1993 |
| Edgar       | Martinez      | 3316667  | 13 | 1994 |
| Edgar       | Martinez      | 3591367  | 29 | 1995 |
| Edgar       | Martinez      | 3500000  | 26 | 1996 |
| Edgar       | Martinez      | 3050000  | 28 | 1997 |
| Edgar       | Martinez      | 3500000  | 29 | 1998 |
| Edgar       | Martinez      | 3500000  | 24 | 1999 |
| Edgar       | Martinez      | 5400000  | 37 | 2000 |
| Edgar       | Martinez      | 5500000  | 23 | 2001 |
| Felix       | Martinez      | 170000   | 0  | 1998 |
| Felix       | Martinez      | 255000   | 1  | 2001 |
| Greg        | Martinez      | 170000   | 0  | 1998 |
| Javier      | Martinez      | 170000   | 0  | 1998 |
| Manny       | Martinez      | 190000   | 6  | 1998 |
| Manny       | Martinez      | 225000   | 2  | 1999 |
| Mike        | Martin        | 60000    | 0  | 1986 |
| Norberto    | Martin        | 109000   | 0  | 1993 |
| Norberto    | Martin        | 112000   | 1  | 1994 |
| Norberto    | Martin        | 165000   | 2  | 1995 |
| Norberto    | Martin        | 160000   | 1  | 1996 |
| Norberto    | Martin        | 350000   | 2  | 1997 |
| Norberto    | Martin        | 425000   | 1  | 1998 |
| Pedro       | Martinez      | 119000   | 0  | 1993 |
| Pedro       | Martinez      | 200000   | 0  | 1994 |
| Pedro       | Martinez      | 270000   | 0  | 1995 |
| Pedro       | Martinez      | 315000   | 0  | 1996 |
| Pedro       | Martinez      | 3615000  | 0  | 1997 |
| Pedro       | Martinez      | 7575000  | 0  | 1998 |
| Pedro       | Martinez      | 11100000 | 0  | 1999 |
| Pedro       | Martinez      | 11500000 | 0  | 2000 |
| Pedro       | Martinez      | 13000000 | 0  | 2001 |
| Pedro       | Martinez      | 135000   | 0  | 1994 |
